,state_prev,action,next_reward,next_state,game_over
4157,[21.30684255 13.         24.         16.5       ],"[tensor([-3.1556], grad_fn=<AddBackward0>)]",0.0,[21.48254576 14.         24.         18.4       ],False
4158,[21.48254576 14.         24.         18.4       ],"[tensor([-2.3346], grad_fn=<AddBackward0>)]",0.0,[21.64453344 15.         24.         19.1       ],False
4159,[21.64453344 15.         24.         19.1       ],"[tensor([-2.2013], grad_fn=<AddBackward0>)]",0.0,[21.769651 16.       24.       19.6     ],False
4160,[21.769651 16.       24.       19.6     ],"[tensor([-2.2209], grad_fn=<AddBackward0>)]",0.0,[21.8650626 17.        24.        19.3      ],False
4161,[21.8650626 17.        24.        19.3      ],"[tensor([-2.7305], grad_fn=<AddBackward0>)]",0.0,[21.93385574 18.         24.         18.9       ],False
4162,[21.93385574 18.         24.         18.9       ],"[tensor([-3.3824], grad_fn=<AddBackward0>)]",0.0,[21.95565728 19.         24.         18.7       ],False
4163,[21.95565728 19.         24.         18.7       ],"[tensor([-4.2740], grad_fn=<AddBackward0>)]",0.0,[21.92322476 20.         24.         18.1       ],False
4164,[21.92322476 20.         24.         18.1       ],"[tensor([-5.5395], grad_fn=<AddBackward0>)]",0.0,[21.82711621 21.         24.         17.2       ],False
4165,[21.82711621 21.         24.         17.2       ],"[tensor([-7.0884], grad_fn=<AddBackward0>)]",0.0,[21.60963946 22.         24.         16.3       ],False
4166,[21.60963946 22.         24.         16.3       ],"[tensor([-8.7746], grad_fn=<AddBackward0>)]",0.0,[21.37400219 23.         24.         15.6       ],False
4167,[21.37400219 23.         24.         15.6       ],"[tensor([-10.3492], grad_fn=<AddBackward0>)]",0.0,[21.10717325  1.         25.         14.3       ],False
4168,[21.10717325  1.         25.         14.3       ],"[tensor([-8.2771], grad_fn=<AddBackward0>)]",0.0,[20.84568983  1.         25.         14.3       ],False
4169,[20.84568983  1.         25.         14.3       ],"[tensor([-8.0082], grad_fn=<AddBackward0>)]",0.0,[20.59970282  2.         25.         13.7       ],False
4170,[20.59970282  2.         25.         13.7       ],"[tensor([-7.0416], grad_fn=<AddBackward0>)]",0.0,[20.3814355  3.        25.        12.9      ],False
4171,[20.3814355  3.        25.        12.9      ],"[tensor([-6.3792], grad_fn=<AddBackward0>)]",0.0,[20.19089409  4.         25.         12.3       ],False
4172,[20.19089409  4.         25.         12.3       ],"[tensor([-5.6771], grad_fn=<AddBackward0>)]",0.0,[20.08790119  5.         25.         12.4       ],False
4173,[20.08790119  5.         25.         12.4       ],"[tensor([-4.5505], grad_fn=<AddBackward0>)]",-0.22,[20.02300613  6.         25.         12.3       ],False
4174,[20.02300613  6.         25.         12.3       ],"[tensor([-3.6753], grad_fn=<AddBackward0>)]",-0.41,[20.04616693  7.         25.         14.1       ],False
4175,[20.04616693  7.         25.         14.1       ],"[tensor([-1.7015], grad_fn=<AddBackward0>)]",0.0,[20.18095759  8.         25.         14.2       ],False
4176,[20.18095759  8.         25.         14.2       ],"[tensor([-1.2825], grad_fn=<AddBackward0>)]",0.0,[20.64750936  9.         25.         14.1       ],False
4177,[20.64750936  9.         25.         14.1       ],"[tensor([-1.2695], grad_fn=<AddBackward0>)]",0.0,[21.10320658 10.         25.         15.2       ],False
4178,[21.10320658 10.         25.         15.2       ],"[tensor([-0.6641], grad_fn=<AddBackward0>)]",0.0,[21.51089517 11.         25.         14.1       ],False
4179,[21.51089517 11.         25.         14.1       ],"[tensor([-1.1853], grad_fn=<AddBackward0>)]",0.0,[21.86803153 12.         25.         13.7       ],False
4180,[21.86803153 12.         25.         13.7       ],"[tensor([-1.3920], grad_fn=<AddBackward0>)]",0.0,[21.30008664 13.         25.         13.9       ],False
4181,[21.30008664 13.         25.         13.9       ],"[tensor([-1.3108], grad_fn=<AddBackward0>)]",0.0,[21.87003776 14.         25.         14.6       ],False
4182,[21.87003776 14.         25.         14.6       ],"[tensor([-1.0867], grad_fn=<AddBackward0>)]",0.0,[22.15088835 15.         25.         15.2       ],False
4183,[22.15088835 15.         25.         15.2       ],"[tensor([-0.9971], grad_fn=<AddBackward0>)]",0.0,[22.2135166 16.        25.        15.5      ],False
4184,[22.2135166 16.        25.        15.5      ],"[tensor([-1.1772], grad_fn=<AddBackward0>)]",0.0,[22.24400955 17.         25.         15.1       ],False
4185,[22.24400955 17.         25.         15.1       ],"[tensor([-1.8166], grad_fn=<AddBackward0>)]",0.0,[22.18698104 18.         25.         15.7       ],False
4186,[22.18698104 18.         25.         15.7       ],"[tensor([-2.0174], grad_fn=<AddBackward0>)]",0.0,[22.00606986 19.         25.         15.5       ],False
4187,[22.00606986 19.         25.         15.5       ],"[tensor([-3.0528], grad_fn=<AddBackward0>)]",0.0,[21.77020571 20.         25.         15.6       ],False
4188,[21.77020571 20.         25.         15.6       ],"[tensor([-3.9498], grad_fn=<AddBackward0>)]",0.0,[21.73408693 21.         25.         15.        ],False
4189,[21.73408693 21.         25.         15.        ],"[tensor([-5.3100], grad_fn=<AddBackward0>)]",0.0,[21.63791073 22.         25.         15.        ],False
4190,[21.63791073 22.         25.         15.        ],"[tensor([-6.3255], grad_fn=<AddBackward0>)]",0.0,[21.4889766 23.        25.        14.9      ],False
4191,[21.4889766 23.        25.        14.9      ],"[tensor([-7.4334], grad_fn=<AddBackward0>)]",0.0,[21.336924  1.       26.       14.7     ],False
4192,[21.336924  1.       26.       14.7     ],"[tensor([-6.5586], grad_fn=<AddBackward0>)]",0.0,[21.17820231  1.         26.         14.7       ],False
4193,[21.17820231  1.         26.         14.7       ],"[tensor([-6.4393], grad_fn=<AddBackward0>)]",0.0,[21.01372558  2.         26.         14.7       ],False
4194,[21.01372558  2.         26.         14.7       ],"[tensor([-5.0016], grad_fn=<AddBackward0>)]",0.0,[20.84765715  3.         26.         14.6       ],False
4195,[20.84765715  3.         26.         14.6       ],"[tensor([-3.7372], grad_fn=<AddBackward0>)]",0.0,[20.67421898  4.         26.         14.2       ],False
4196,[20.67421898  4.         26.         14.2       ],"[tensor([-2.8278], grad_fn=<AddBackward0>)]",0.0,[20.59649256  5.         26.         13.9       ],False
4197,[20.59649256  5.         26.         13.9       ],"[tensor([-2.0566], grad_fn=<AddBackward0>)]",0.0,[20.57166858  6.         26.         14.2       ],False
4198,[20.57166858  6.         26.         14.2       ],"[tensor([-0.9327], grad_fn=<AddBackward0>)]",0.0,[20.59282817  7.         26.         14.8       ],False
4199,[20.59282817  7.         26.         14.8       ],"[tensor([0.0426], grad_fn=<AddBackward0>)]",0.0,[20.76903951  8.         26.         14.8       ],False
4200,[20.76903951  8.         26.         14.8       ],"[tensor([0.4460], grad_fn=<AddBackward0>)]",0.0,[21.3444592  9.        26.        14.9      ],False
4201,[21.3444592  9.        26.        14.9      ],"[tensor([0.6072], grad_fn=<AddBackward0>)]",0.0,[21.74153425 10.         26.         15.5       ],False
4202,[21.74153425 10.         26.         15.5       ],"[tensor([1.0029], grad_fn=<AddBackward0>)]",0.0,[22.15120743 11.         26.         15.8       ],False
4203,[22.15120743 11.         26.         15.8       ],"[tensor([1.2185], grad_fn=<AddBackward0>)]",0.0,[21.83977556 12.         26.         16.8       ],False
4204,[21.83977556 12.         26.         16.8       ],"[tensor([1.7101], grad_fn=<AddBackward0>)]",0.0,[22.144869 13.       26.       17.2     ],False
4205,[22.144869 13.       26.       17.2     ],"[tensor([1.8729], grad_fn=<AddBackward0>)]",0.0,[21.9093326 14.        26.        18.4      ],False
4206,[21.9093326 14.        26.        18.4      ],"[tensor([2.3743], grad_fn=<AddBackward0>)]",0.0,[22.22865195 15.         26.         19.5       ],False
4207,[22.22865195 15.         26.         19.5       ],"[tensor([2.7843], grad_fn=<AddBackward0>)]",0.0,[22.02640995 16.         26.         18.5       ],False
4208,[22.02640995 16.         26.         18.5       ],"[tensor([2.0707], grad_fn=<AddBackward0>)]",0.0,[21.93004379 17.         26.         18.3       ],False
4209,[21.93004379 17.         26.         18.3       ],"[tensor([1.6263], grad_fn=<AddBackward0>)]",0.0,[22.10874625 18.         26.         18.1       ],False
4210,[22.10874625 18.         26.         18.1       ],"[tensor([1.1103], grad_fn=<AddBackward0>)]",0.0,[21.71108071 19.         26.         17.5       ],False
4211,[21.71108071 19.         26.         17.5       ],"[tensor([0.1493], grad_fn=<AddBackward0>)]",0.0,[21.57327561 20.         26.         16.9       ],False
4212,[21.57327561 20.         26.         16.9       ],"[tensor([-1.1679], grad_fn=<AddBackward0>)]",0.0,[21.55320733 21.         26.         16.7       ],False
4213,[21.55320733 21.         26.         16.7       ],"[tensor([-2.2298], grad_fn=<AddBackward0>)]",0.0,[21.37112416 22.         26.         14.5       ],False
4214,[21.37112416 22.         26.         14.5       ],"[tensor([-4.7677], grad_fn=<AddBackward0>)]",0.0,[21.23861164 23.         26.         14.4       ],False
4215,[21.23861164 23.         26.         14.4       ],"[tensor([-5.9204], grad_fn=<AddBackward0>)]",0.0,[21.11067183  1.         27.         15.2       ],False
4216,[21.11067183  1.         27.         15.2       ],"[tensor([-5.0460], grad_fn=<AddBackward0>)]",0.0,[20.99323402  1.         27.         15.2       ],False
4217,[20.99323402  1.         27.         15.2       ],"[tensor([-5.0552], grad_fn=<AddBackward0>)]",0.0,[20.88495126  2.         27.         14.5       ],False
4218,[20.88495126  2.         27.         14.5       ],"[tensor([-4.4049], grad_fn=<AddBackward0>)]",0.0,[20.78615352  3.         27.         14.5       ],False
4219,[20.78615352  3.         27.         14.5       ],"[tensor([-3.1927], grad_fn=<AddBackward0>)]",0.0,[20.69298631  4.         27.         14.5       ],False
4220,[20.69298631  4.         27.         14.5       ],"[tensor([-2.0957], grad_fn=<AddBackward0>)]",0.0,[20.60759776  5.         27.         14.5       ],False
4221,[20.60759776  5.         27.         14.5       ],"[tensor([-1.1307], grad_fn=<AddBackward0>)]",0.0,[20.53132759  6.         27.         14.6       ],False
4222,[20.53132759  6.         27.         14.6       ],"[tensor([-0.2220], grad_fn=<AddBackward0>)]",0.0,[20.54925922  7.         27.         15.1       ],False
4223,[20.54925922  7.         27.         15.1       ],"[tensor([0.6568], grad_fn=<AddBackward0>)]",0.0,[20.70965726  8.         27.         15.9       ],False
4224,[20.70965726  8.         27.         15.9       ],"[tensor([1.4566], grad_fn=<AddBackward0>)]",0.0,[21.32125635  9.         27.         16.7       ],False
4225,[21.32125635  9.         27.         16.7       ],"[tensor([1.9816], grad_fn=<AddBackward0>)]",0.0,[21.78841394 10.         27.         17.1       ],False
4226,[21.78841394 10.         27.         17.1       ],"[tensor([2.2484], grad_fn=<AddBackward0>)]",0.0,[21.27472578 11.         27.         19.1       ],False
4227,[21.27472578 11.         27.         19.1       ],"[tensor([3.1613], grad_fn=<AddBackward0>)]",0.0,[22.07926356 12.         27.         20.3       ],False
4228,[22.07926356 12.         27.         20.3       ],"[tensor([3.6468], grad_fn=<AddBackward0>)]",0.0,[22.15885751 13.         27.         20.3       ],False
4229,[22.15885751 13.         27.         20.3       ],"[tensor([3.6447], grad_fn=<AddBackward0>)]",0.0,[22.13085446 14.         27.         19.7       ],False
4230,[22.13085446 14.         27.         19.7       ],"[tensor([3.3759], grad_fn=<AddBackward0>)]",0.0,[22.41125242 15.         27.         20.1       ],False
4231,[22.41125242 15.         27.         20.1       ],"[tensor([3.4863], grad_fn=<AddBackward0>)]",0.0,[22.21192369 16.         27.         20.1       ],False
4232,[22.21192369 16.         27.         20.1       ],"[tensor([3.2653], grad_fn=<AddBackward0>)]",0.0,[22.16590102 17.         27.         19.        ],False
4233,[22.16590102 17.         27.         19.        ],"[tensor([2.4773], grad_fn=<AddBackward0>)]",0.0,[21.94547197 18.         27.         19.        ],False
4234,[21.94547197 18.         27.         19.        ],"[tensor([2.0322], grad_fn=<AddBackward0>)]",0.0,[21.8145408 19.        27.        19.3      ],False
4235,[21.8145408 19.        27.        19.3      ],"[tensor([1.6860], grad_fn=<AddBackward0>)]",0.0,[21.85585694 20.         27.         18.6       ],False
4236,[21.85585694 20.         27.         18.6       ],"[tensor([0.7249], grad_fn=<AddBackward0>)]",0.0,[21.77220477 21.         27.         17.6       ],False
4237,[21.77220477 21.         27.         17.6       ],"[tensor([-0.8119], grad_fn=<AddBackward0>)]",0.0,[21.64528995 22.         27.         16.9       ],False
4238,[21.64528995 22.         27.         16.9       ],"[tensor([-2.2174], grad_fn=<AddBackward0>)]",0.0,[21.47799374 23.         27.         16.6       ],False
4239,[21.47799374 23.         27.         16.6       ],"[tensor([-3.4275], grad_fn=<AddBackward0>)]",0.0,[21.30370927  1.         28.         16.1       ],False
4240,[21.30370927  1.         28.         16.1       ],"[tensor([-4.4488], grad_fn=<AddBackward0>)]",0.0,[21.13973238  1.         28.         16.1       ],False
4241,[21.13973238  1.         28.         16.1       ],"[tensor([-4.3943], grad_fn=<AddBackward0>)]",0.0,[21.02902887  2.         28.         15.9       ],False
4242,[21.02902887  2.         28.         15.9       ],"[tensor([-3.2932], grad_fn=<AddBackward0>)]",0.0,[20.90121194  3.         28.         15.5       ],False
4243,[20.90121194  3.         28.         15.5       ],"[tensor([-2.3754], grad_fn=<AddBackward0>)]",0.0,[20.78450807  4.         28.         15.6       ],False
4244,[20.78450807  4.         28.         15.6       ],"[tensor([-1.2885], grad_fn=<AddBackward0>)]",0.0,[20.71522765  5.         28.         15.9       ],False
4245,[20.71522765  5.         28.         15.9       ],"[tensor([-0.1698], grad_fn=<AddBackward0>)]",0.0,[20.6817551  6.        28.        16.7      ],False
4246,[20.6817551  6.        28.        16.7      ],"[tensor([0.9417], grad_fn=<AddBackward0>)]",0.0,[20.75078386  7.         28.         16.8       ],False
4247,[20.75078386  7.         28.         16.8       ],"[tensor([1.4345], grad_fn=<AddBackward0>)]",0.0,[20.96822593  8.         28.         18.7       ],False
4248,[20.96822593  8.         28.         18.7       ],"[tensor([2.6235], grad_fn=<AddBackward0>)]",0.0,[21.7336777  9.        28.        18.5      ],False
4249,[21.7336777  9.        28.        18.5      ],"[tensor([2.5403], grad_fn=<AddBackward0>)]",0.0,[21.64038752 10.         28.         18.7       ],False
4250,[21.64038752 10.         28.         18.7       ],"[tensor([2.6224], grad_fn=<AddBackward0>)]",0.0,[22.22179682 11.         28.         18.8       ],False
4251,[22.22179682 11.         28.         18.8       ],"[tensor([2.6098], grad_fn=<AddBackward0>)]",0.0,[22.38934858 12.         28.         20.7       ],False
4252,[22.38934858 12.         28.         20.7       ],"[tensor([3.3202], grad_fn=<AddBackward0>)]",0.0,[22.82834486 13.         28.         21.8       ],False
4253,[22.82834486 13.         28.         21.8       ],"[tensor([3.6946], grad_fn=<AddBackward0>)]",0.0,[22.98125381 14.         28.         22.1       ],False
4254,[22.98125381 14.         28.         22.1       ],"[tensor([3.7563], grad_fn=<AddBackward0>)]",0.0,[22.91444169 15.         28.         22.5       ],False
4255,[22.91444169 15.         28.         22.5       ],"[tensor([3.8334], grad_fn=<AddBackward0>)]",0.0,[22.96323486 16.         28.         22.9       ],False
4256,[22.96323486 16.         28.         22.9       ],"[tensor([3.8059], grad_fn=<AddBackward0>)]",0.0,[22.96191575 17.         28.         22.1       ],False
4257,[22.96191575 17.         28.         22.1       ],"[tensor([3.1952], grad_fn=<AddBackward0>)]",0.0,[22.50533287 18.         28.         23.7       ],False
4258,[22.50533287 18.         28.         23.7       ],"[tensor([3.4462], grad_fn=<AddBackward0>)]",0.0,[22.33489044 19.         28.         23.3       ],False
4259,[22.33489044 19.         28.         23.3       ],"[tensor([2.8493], grad_fn=<AddBackward0>)]",0.0,[22.04284268 20.         28.         20.        ],False
4260,[22.04284268 20.         28.         20.        ],"[tensor([0.8131], grad_fn=<AddBackward0>)]",0.0,[21.84597576 21.         28.         19.1       ],False
4261,[21.84597576 21.         28.         19.1       ],"[tensor([-0.5793], grad_fn=<AddBackward0>)]",0.0,[21.7656825 22.        28.        17.1      ],False
4262,[21.7656825 22.        28.        17.1      ],"[tensor([-2.7675], grad_fn=<AddBackward0>)]",0.0,[21.7038395 23.        28.        15.8      ],False
4263,[21.7038395 23.        28.        15.8      ],"[tensor([-4.6279], grad_fn=<AddBackward0>)]",0.0,[21.59654196  1.         29.         14.3       ],False
4264,[21.59654196  1.         29.         14.3       ],"[tensor([-6.2177], grad_fn=<AddBackward0>)]",0.0,[21.49471132  1.         29.         14.3       ],False
4265,[21.49471132  1.         29.         14.3       ],"[tensor([-6.2392], grad_fn=<AddBackward0>)]",0.0,[21.39137729  2.         29.         14.5       ],False
4266,[21.39137729  2.         29.         14.5       ],"[tensor([-4.8728], grad_fn=<AddBackward0>)]",0.0,[21.2897476  3.        29.        15.5      ],False
4267,[21.2897476  3.        29.        15.5      ],"[tensor([-2.8876], grad_fn=<AddBackward0>)]",0.0,[21.1858296  4.        29.        14.8      ],False
4268,[21.1858296  4.        29.        14.8      ],"[tensor([-2.5327], grad_fn=<AddBackward0>)]",0.0,[21.15669009  5.         29.         15.1       ],False
4269,[21.15669009  5.         29.         15.1       ],"[tensor([-1.4743], grad_fn=<AddBackward0>)]",0.0,[21.1815767  6.        29.        16.5      ],False
4270,[21.1815767  6.        29.        16.5      ],"[tensor([0.0776], grad_fn=<AddBackward0>)]",0.0,[21.28711089  7.         29.         16.6       ],False
4271,[21.28711089  7.         29.         16.6       ],"[tensor([0.5276], grad_fn=<AddBackward0>)]",0.0,[21.5043668  8.        29.        16.8      ],False
4272,[21.5043668  8.        29.        16.8      ],"[tensor([0.8378], grad_fn=<AddBackward0>)]",0.0,[22.34580226  9.         29.         17.3       ],False
4273,[22.34580226  9.         29.         17.3       ],"[tensor([1.0792], grad_fn=<AddBackward0>)]",0.0,[22.11022792 10.         29.         17.6       ],False
4274,[22.11022792 10.         29.         17.6       ],"[tensor([1.2589], grad_fn=<AddBackward0>)]",0.0,[22.22729572 11.         29.         18.8       ],False
4275,[22.22729572 11.         29.         18.8       ],"[tensor([1.6306], grad_fn=<AddBackward0>)]",0.0,[22.28095029 12.         29.         20.1       ],False
4276,[22.28095029 12.         29.         20.1       ],"[tensor([2.0215], grad_fn=<AddBackward0>)]",0.0,[22.93635018 13.         29.         20.9       ],False
4277,[22.93635018 13.         29.         20.9       ],"[tensor([2.2033], grad_fn=<AddBackward0>)]",0.0,[23.51271986 14.         29.         22.        ],False
4278,[23.51271986 14.         29.         22.        ],"[tensor([2.4832], grad_fn=<AddBackward0>)]",0.0,[23.90274512 15.         29.         21.7       ],False
4279,[23.90274512 15.         29.         21.7       ],"[tensor([2.2709], grad_fn=<AddBackward0>)]",0.0,[24.06084559 16.         29.         21.        ],False
4280,[24.06084559 16.         29.         21.        ],"[tensor([1.8842], grad_fn=<AddBackward0>)]",0.0,[24.2382043 17.        29.        20.3      ],False
4281,[24.2382043 17.        29.        20.3      ],"[tensor([1.3573], grad_fn=<AddBackward0>)]",0.0,[24.15852966 18.         29.         19.5       ],False
4282,[24.15852966 18.         29.         19.5       ],"[tensor([0.6855], grad_fn=<AddBackward0>)]",0.0,[24.32533961 19.         29.         18.8       ],False
4283,[24.32533961 19.         29.         18.8       ],"[tensor([-0.0312], grad_fn=<AddBackward0>)]",0.0,[24.11767519 20.         29.         18.5       ],False
4284,[24.11767519 20.         29.         18.5       ],"[tensor([-0.7416], grad_fn=<AddBackward0>)]",0.0,[22.88528043 21.         29.         16.3       ],False
4285,[22.88528043 21.         29.         16.3       ],"[tensor([-2.9774], grad_fn=<AddBackward0>)]",0.0,[21.94793734 22.         29.         14.3       ],False
4286,[21.94793734 22.         29.         14.3       ],"[tensor([-5.4250], grad_fn=<AddBackward0>)]",0.0,[21.9029035 23.        29.        12.4      ],False
4287,[21.9029035 23.        29.        12.4      ],"[tensor([-7.7100], grad_fn=<AddBackward0>)]",0.0,[21.89429959  1.         30.         10.5       ],False
4288,[21.89429959  1.         30.         10.5       ],"[tensor([-10.1926], grad_fn=<AddBackward0>)]",0.0,[21.74501141  1.         30.         10.5       ],False
4289,[21.74501141  1.         30.         10.5       ],"[tensor([-10.1042], grad_fn=<AddBackward0>)]",0.0,[21.62908124  2.         30.         10.6       ],False
4290,[21.62908124  2.         30.         10.6       ],"[tensor([-8.6288], grad_fn=<AddBackward0>)]",0.0,[21.50227968  3.         30.         10.7       ],False
4291,[21.50227968  3.         30.         10.7       ],"[tensor([-7.2771], grad_fn=<AddBackward0>)]",0.0,[21.41416204  4.         30.         11.        ],False
4292,[21.41416204  4.         30.         11.        ],"[tensor([-5.9053], grad_fn=<AddBackward0>)]",0.0,[21.33444958  5.         30.         11.5       ],False
4293,[21.33444958  5.         30.         11.5       ],"[tensor([-4.4319], grad_fn=<AddBackward0>)]",0.0,[21.28246825  6.         30.         11.        ],False
4294,[21.28246825  6.         30.         11.        ],"[tensor([-4.0210], grad_fn=<AddBackward0>)]",0.0,[21.30412287  7.         30.         11.7       ],False
4295,[21.30412287  7.         30.         11.7       ],"[tensor([-2.8026], grad_fn=<AddBackward0>)]",0.0,[21.4286891  8.        30.        12.7      ],False
4296,[21.4286891  8.        30.        12.7      ],"[tensor([-1.6111], grad_fn=<AddBackward0>)]",0.0,[21.56673808  9.         30.         13.5       ],False
4297,[21.56673808  9.         30.         13.5       ],"[tensor([-0.8938], grad_fn=<AddBackward0>)]",0.0,[21.72790801 10.         30.         14.7       ],False
4298,[21.72790801 10.         30.         14.7       ],"[tensor([-0.2025], grad_fn=<AddBackward0>)]",0.0,[21.88867703 11.         30.         15.7       ],False
4299,[21.88867703 11.         30.         15.7       ],"[tensor([0.2672], grad_fn=<AddBackward0>)]",0.0,[22.06452045 12.         30.         16.5       ],False
4300,[22.06452045 12.         30.         16.5       ],"[tensor([0.4697], grad_fn=<AddBackward0>)]",0.0,[22.05151379 13.         30.         16.        ],False
4301,[22.05151379 13.         30.         16.        ],"[tensor([0.1286], grad_fn=<AddBackward0>)]",0.0,[22.20289886 14.         30.         16.2       ],False
4302,[22.20289886 14.         30.         16.2       ],"[tensor([0.0344], grad_fn=<AddBackward0>)]",0.0,[22.41459577 15.         30.         15.1       ],False
4303,[22.41459577 15.         30.         15.1       ],"[tensor([-0.5217], grad_fn=<AddBackward0>)]",0.0,[22.52027378 16.         30.         14.2       ],False
4304,[22.52027378 16.         30.         14.2       ],"[tensor([-1.1527], grad_fn=<AddBackward0>)]",0.0,[22.49660578 17.         30.         14.2       ],False
4305,[22.49660578 17.         30.         14.2       ],"[tensor([-1.6002], grad_fn=<AddBackward0>)]",0.0,[22.3550967 18.        30.        13.6      ],False
4306,[22.3550967 18.        30.        13.6      ],"[tensor([-2.4088], grad_fn=<AddBackward0>)]",0.0,[22.11079846 19.         30.         12.6       ],False
4307,[22.11079846 19.         30.         12.6       ],"[tensor([-3.5636], grad_fn=<AddBackward0>)]",0.0,[21.81229704 20.         30.         12.7       ],False
4308,[21.81229704 20.         30.         12.7       ],"[tensor([-4.5206], grad_fn=<AddBackward0>)]",0.0,[21.94175521 21.         30.         13.        ],False
4309,[21.94175521 21.         30.         13.        ],"[tensor([-5.3208], grad_fn=<AddBackward0>)]",0.0,[21.82043091 22.         30.         13.5       ],False
4310,[21.82043091 22.         30.         13.5       ],"[tensor([-6.1399], grad_fn=<AddBackward0>)]",0.0,[21.66474255 23.         30.         12.        ],False
4311,[21.66474255 23.         30.         12.        ],"[tensor([-8.1142], grad_fn=<AddBackward0>)]",0.0,[21.46817507  1.          1.         10.1       ],False
4312,[21.46817507  1.          1.         10.1       ],"[tensor([-19.1983], grad_fn=<AddBackward0>)]",0.0,[21.29130152  1.          1.         10.1       ],False
4313,[21.29130152  1.          1.         10.1       ],"[tensor([-18.9134], grad_fn=<AddBackward0>)]",0.0,[21.13054436  2.          1.         10.        ],False
4314,[21.13054436  2.          1.         10.        ],"[tensor([-17.4511], grad_fn=<AddBackward0>)]",0.0,[20.99307158  3.          1.          9.2       ],False
4315,[20.99307158  3.          1.          9.2       ],"[tensor([-17.5075], grad_fn=<AddBackward0>)]",0.0,[20.87264085  4.          1.          8.5       ],False
4316,[20.87264085  4.          1.          8.5       ],"[tensor([-17.4938], grad_fn=<AddBackward0>)]",0.0,[20.79502745  5.          1.          8.7       ],False
4317,[20.79502745  5.          1.          8.7       ],"[tensor([-15.7369], grad_fn=<AddBackward0>)]",0.0,[20.74482883  6.          1.         10.7       ],False
4318,[20.74482883  6.          1.         10.7       ],"[tensor([-10.8636], grad_fn=<AddBackward0>)]",0.0,[20.69184721  7.          1.         12.        ],False
4319,[20.69184721  7.          1.         12.        ],"[tensor([-8.0548], grad_fn=<AddBackward0>)]",0.0,[20.70477195  8.          1.         13.        ],False
4320,[20.70477195  8.          1.         13.        ],"[tensor([-6.3207], grad_fn=<AddBackward0>)]",0.0,[20.79873571  9.          1.         14.5       ],False
4321,[20.79873571  9.          1.         14.5       ],"[tensor([-4.5725], grad_fn=<AddBackward0>)]",0.0,[20.95234569 10.          1.         15.7       ],False
4322,[20.95234569 10.          1.         15.7       ],"[tensor([-3.9573], grad_fn=<AddBackward0>)]",0.0,[21.1393544 11.         1.        15.5      ],False
4323,[21.1393544 11.         1.        15.5      ],"[tensor([-4.5319], grad_fn=<AddBackward0>)]",0.0,[21.32275951 12.          1.         17.2       ],False
4324,[21.32275951 12.          1.         17.2       ],"[tensor([-4.0699], grad_fn=<AddBackward0>)]",0.0,[21.5024922 13.         1.        17.5      ],False
4325,[21.5024922 13.         1.        17.5      ],"[tensor([-4.5585], grad_fn=<AddBackward0>)]",0.0,[21.63935264 14.          1.         17.2       ],False
4326,[21.63935264 14.          1.         17.2       ],"[tensor([-5.4964], grad_fn=<AddBackward0>)]",0.0,[21.74359865 15.          1.         17.6       ],False
4327,[21.74359865 15.          1.         17.6       ],"[tensor([-6.1435], grad_fn=<AddBackward0>)]",0.0,[21.76666929 16.          1.         16.7       ],False
4328,[21.76666929 16.          1.         16.7       ],"[tensor([-7.5410], grad_fn=<AddBackward0>)]",0.0,[21.7241174 17.         1.        16.2      ],False
4329,[21.7241174 17.         1.        16.2      ],"[tensor([-8.7378], grad_fn=<AddBackward0>)]",0.0,[21.65406631 18.          1.         14.6       ],False
4330,[21.65406631 18.          1.         14.6       ],"[tensor([-10.8644], grad_fn=<AddBackward0>)]",0.0,[21.54914358 19.          1.         13.2       ],False
4331,[21.54914358 19.          1.         13.2       ],"[tensor([-13.1605], grad_fn=<AddBackward0>)]",0.0,[21.40947383 20.          1.         12.        ],False
4332,[21.40947383 20.          1.         12.        ],"[tensor([-15.5398], grad_fn=<AddBackward0>)]",0.0,[21.28122682 21.          1.         11.7       ],False
4333,[21.28122682 21.          1.         11.7       ],"[tensor([-16.9935], grad_fn=<AddBackward0>)]",0.0,[21.17244098 22.          1.         11.7       ],False
4334,[21.17244098 22.          1.         11.7       ],"[tensor([-18.1344], grad_fn=<AddBackward0>)]",0.0,[21.08763239 23.          1.         11.7       ],False
4335,[21.08763239 23.          1.         11.7       ],"[tensor([-19.2823], grad_fn=<AddBackward0>)]",0.0,[20.96408397  1.          2.         11.1       ],False
4336,[20.96408397  1.          2.         11.1       ],"[tensor([-14.1254], grad_fn=<AddBackward0>)]",0.0,[20.8163481  1.         2.        11.1      ],False
4337,[20.8163481  1.         2.        11.1      ],"[tensor([-13.9050], grad_fn=<AddBackward0>)]",0.0,[20.66816864  2.          2.         11.2       ],False
4338,[20.66816864  2.          2.         11.2       ],"[tensor([-12.3060], grad_fn=<AddBackward0>)]",0.0,[20.53229081  3.          2.         11.2       ],False
4339,[20.53229081  3.          2.         11.2       ],"[tensor([-10.8527], grad_fn=<AddBackward0>)]",0.0,[20.38458586  4.          2.         11.7       ],False
4340,[20.38458586  4.          2.         11.7       ],"[tensor([-8.7834], grad_fn=<AddBackward0>)]",0.0,[20.31733918  5.          2.         12.6       ],False
4341,[20.31733918  5.          2.         12.6       ],"[tensor([-6.6776], grad_fn=<AddBackward0>)]",0.0,[20.28808637  6.          2.         12.7       ],False
